For Voted Perceptron:
Distinct Weight Vectors 											 Counts
[ 0.32       -0.38123151 -0.2846722  -0.2810214  -0.0881832 ]			38
[ 0.31       -0.38642651 -0.2520392  -0.3119164  -0.0783342 ]			13
[ 0.32       -0.41784951 -0.3824042  -0.1551434  -0.0849507 ]			2
[ 0.31       -0.43510651 -0.3377072  -0.2373624  -0.0668777 ]			6
[ 0.3        -0.44440351 -0.2997362  -0.2837914  -0.0639207 ]			25
[ 0.31       -0.42760451 -0.2576682  -0.3291894  -0.0878517 ]			20
[ 0.32       -0.45990951 -0.3298032  -0.2127564  -0.097313  ]			23
[ 0.31       -0.45346231 -0.2837412  -0.2962264  -0.070214  ]			49
[ 0.32       -0.43613131 -0.2441972  -0.3436384  -0.095231  ]			35
[ 0.31       -0.42826231 -0.3398602  -0.3057714  -0.020197  ]			5
[ 0.32       -0.41318531 -0.3202642  -0.3363554  -0.0214213 ]			122
[ 0.33       -0.38926831 -0.2746992  -0.3862434  -0.0504083 ]			21
[ 0.34       -0.42532131 -0.3344392  -0.2853274  -0.0586929 ]			27
[ 0.33       -0.42371051 -0.2698152  -0.3689004  -0.0434769 ]			27
[ 0.34       -0.46067151 -0.4065942  -0.1931054  -0.0696579 ]			12
[ 0.35       -0.45172031 -0.3588562  -0.2415364  -0.1255669 ]			1
[ 0.34       -0.45691501 -0.3262232  -0.2724314  -0.1157177 ]			113
[ 0.33       -0.46020701 -0.2816712  -0.3181494  -0.1058297 ]			1
[ 0.34       -0.43989701 -0.2631512  -0.3482704  -0.10579967]			38
[ 0.35       -0.41972001 -0.2451692  -0.3778514  -0.10370067]			52
[ 0.36       -0.43811101 -0.3360522  -0.2854354  -0.10474387]			84
[ 0.37       -0.42361001 -0.2999852  -0.3259924  -0.12070987]			152
[ 0.36       -0.42690241 -0.2554332  -0.3717104  -0.11082187]			6
[ 0.37       -0.44400641 -0.3032132  -0.3096014  -0.10684787]			38
[ 0.36       -0.44920141 -0.2705802  -0.3404964  -0.09699887]			49
[ 0.35       -0.45439641 -0.2379472  -0.3713914  -0.08714987]			17
[ 0.36       -0.48670141 -0.3100822  -0.2549584  -0.09661117]			23
[ 0.35       -0.48025421 -0.2640202  -0.3384284  -0.06951217]			84
[ 0.34       -0.47238521 -0.3596832  -0.3005614   0.00552183]			5
[ 0.35       -0.45730821 -0.3400872  -0.3311454   0.00429753]			82
[ 0.36       -0.44993221 -0.2915622  -0.3791314  -0.05236147]			38
[ 0.37       -0.49370521 -0.3467292  -0.2697414  -0.05644347]			2
[ 0.38       -0.46978821 -0.3011642  -0.3196294  -0.08543047]			53
[ 0.37       -0.47498321 -0.2685312  -0.3505244  -0.07558147]			22
[ 0.38       -0.51194421 -0.4053102  -0.1747294  -0.10176247]			12
[ 0.39       -0.50299301 -0.3575722  -0.2231604  -0.15767147]			1
[ 0.38       -0.50818771 -0.3249392  -0.2540554  -0.14782227]			113
[ 0.37       -0.51147971 -0.2803872  -0.2997734  -0.13793427]			1
[ 0.38       -0.49116971 -0.2618672  -0.3298944  -0.13790424]			38
[ 0.39       -0.47099271 -0.2438852  -0.3594754  -0.13580524]			55
[ 0.38       -0.46312371 -0.3395482  -0.3216084  -0.06077124]			81
[ 0.39       -0.44862271 -0.3034812  -0.3621654  -0.07673724]			61
[ 0.4        -0.48220471 -0.3758852  -0.2477464  -0.08244854]			13
[ 0.41       -0.46730871 -0.3415972  -0.2880554  -0.09670754]			78
[ 0.4        -0.47060111 -0.2970452  -0.3337734  -0.08681954]			44
[ 0.39       -0.47579611 -0.2644122  -0.3646684  -0.07697054]			13
[ 0.4        -0.50721911 -0.3947772  -0.2078954  -0.08358704]			8
[ 0.39       -0.51651611 -0.3568062  -0.2543244  -0.08063004]			25
[ 0.4        -0.49971711 -0.3147382  -0.2997224  -0.10456104]			3
[ 0.39       -0.50491211 -0.2821052  -0.3306174  -0.09471204]			124
[ 0.38       -0.49704311 -0.3777682  -0.2927504  -0.01967804]			5
[ 0.39       -0.48196611 -0.3581722  -0.3233344  -0.02090234]			82
[ 0.4        -0.47459011 -0.3096472  -0.3713204  -0.07756134]			40
[ 0.41       -0.45067311 -0.2640822  -0.4212084  -0.10654834]			11
[ 0.42       -0.48824611 -0.3469982  -0.3181764  -0.10274244]			37
[ 0.41       -0.48663531 -0.2823742  -0.4017494  -0.08752644]			27
[ 0.42       -0.52359631 -0.4191532  -0.2259544  -0.11370744]			12
[ 0.43       -0.51464511 -0.3714152  -0.2743854  -0.16961644]			1
[ 0.42       -0.51983981 -0.3387822  -0.3052804  -0.15976724]			113
[ 0.41       -0.52313181 -0.2942302  -0.3509984  -0.14987924]			1
[ 0.42       -0.50282181 -0.2757102  -0.3811194  -0.14984921]			93
[ 0.41       -0.49495281 -0.3713732  -0.3432524  -0.07481521]			81
[ 0.42       -0.48045181 -0.3353062  -0.3838094  -0.09078121]			27
[ 0.43       -0.45850881 -0.2898032  -0.4335694  -0.11803521]			2
[ 0.44       -0.49872681 -0.3728432  -0.3080194  -0.13313421]			45
[ 0.45       -0.48383081 -0.3385552  -0.3483284  -0.14739321]			78
[ 0.44       -0.48712321 -0.2940032  -0.3940464  -0.13750521]			44
[ 0.43       -0.49231821 -0.2613702  -0.4249414  -0.12765621]			13
[ 0.44       -0.52374121 -0.3917352  -0.2681684  -0.13427271]			8
[ 0.43       -0.53303821 -0.3537642  -0.3145974  -0.13131571]			25
[ 0.44       -0.51623921 -0.3116962  -0.3599954  -0.15524671]			3
[ 0.43       -0.52143421 -0.2790632  -0.3908904  -0.14539771]			17
[ 0.44       -0.55373921 -0.3511982  -0.2744574  -0.15485901]			23
[ 0.43       -0.54729201 -0.3051362  -0.3579274  -0.12776001]			84
[ 0.42       -0.53942301 -0.4007992  -0.3200604  -0.05272601]			5
[ 0.43       -0.52434601 -0.3812032  -0.3506444  -0.05395031]			122
[ 0.44       -0.50042901 -0.3356382  -0.4005324  -0.08293731]			53
[ 0.43       -0.50562401 -0.3030052  -0.4314274  -0.07308831]			22
[ 0.44       -0.54258501 -0.4397842  -0.2556324  -0.09926931]			12
[ 0.45       -0.53363381 -0.3920462  -0.3040634  -0.15517831]			1
[ 0.44       -0.53882851 -0.3594132  -0.3349584  -0.14532911]			113
[ 0.43       -0.54212051 -0.3148612  -0.3806764  -0.13544111]			1
[ 0.44       -0.52181051 -0.2963412  -0.4107974  -0.13541108]			93
[ 0.43       -0.51394151 -0.3920042  -0.3729304  -0.06037708]			81
[ 0.44       -0.49944051 -0.3559372  -0.4134874  -0.07634308]			27
[ 0.45       -0.47749751 -0.3104342  -0.4632474  -0.10359708]			2
[ 0.46       -0.51771551 -0.3934742  -0.3376974  -0.11869608]			45
[ 0.47       -0.50281951 -0.3591862  -0.3780064  -0.13295508]			78
[ 0.46       -0.50611191 -0.3146342  -0.4237244  -0.12306708]			44
[ 0.45       -0.51130691 -0.2820012  -0.4546194  -0.11321808]			13
[ 0.46       -0.54272991 -0.4123662  -0.2978464  -0.11983458]			8
[ 0.45       -0.55202691 -0.3743952  -0.3442754  -0.11687758]			25
[ 0.46       -0.53522791 -0.3323272  -0.3896734  -0.14080858]			3
[ 0.45       -0.54042291 -0.2996942  -0.4205684  -0.13095958]			17
[ 0.46       -0.57272791 -0.3718292  -0.3041354  -0.14042088]			23
[ 0.45       -0.56628071 -0.3257672  -0.3876054  -0.11332188]			84
[ 0.44       -0.55841171 -0.4214302  -0.3497384  -0.03828788]			5
[ 0.45       -0.54333471 -0.4018342  -0.3803224  -0.03951218]			122
[ 0.46       -0.51941771 -0.3562692  -0.4302104  -0.06849918]			32
[ 0.47       -0.55028371 -0.4226312  -0.3248054  -0.07741738]			16
[ 0.46       -0.54867291 -0.3580072  -0.4083784  -0.06220138]			5
[ 0.45       -0.55386791 -0.3253742  -0.4392734  -0.05235238]			22
[ 0.46       -0.59082891 -0.4621532  -0.2634784  -0.07853338]			12
[ 0.47       -0.58187771 -0.4144152  -0.3119094  -0.13444238]			1
[ 0.46       -0.58707241 -0.3817822  -0.3428044  -0.12459318]			113
[ 0.45       -0.59036441 -0.3372302  -0.3885224  -0.11470518]			1
[ 0.46       -0.57005441 -0.3187102  -0.4186434  -0.11467515]			38
[ 0.47       -0.54987741 -0.3007282  -0.4482244  -0.11257615]			55
[ 0.46       -0.54200841 -0.3963912  -0.4103574  -0.03754215]			81
[ 0.47       -0.52750741 -0.3603242  -0.4509144  -0.05350815]			34
[ 0.48       -0.56571041 -0.4908752  -0.2813314  -0.07656015]			1
[ 0.49       -0.62051841 -0.4090562  -0.2785496  -0.12688315]			39
[ 0.5        -0.60562241 -0.3747682  -0.3188586  -0.14114215]			78
[ 0.49       -0.60891481 -0.3302162  -0.3645766  -0.13125415]			44
[ 0.48       -0.61410981 -0.2975832  -0.3954716  -0.12140515]			49
[ 0.47       -0.61930481 -0.2649502  -0.4263666  -0.11155615]			17
[ 0.48       -0.65160981 -0.3370852  -0.3099336  -0.12101745]			23
[ 0.47       -0.64516261 -0.2910232  -0.3934036  -0.09391845]			84
[ 0.46       -0.63729361 -0.3866862  -0.3555366  -0.01888445]			5
[ 0.47       -0.62221661 -0.3670902  -0.3861206  -0.02010875]			122
[ 0.48       -0.59829961 -0.3215252  -0.4360086  -0.04909575]			32
[ 0.49       -0.62916561 -0.3878872  -0.3306036  -0.05801395]			16
[ 0.48       -0.62755481 -0.3232632  -0.4141766  -0.04279795]			154
[ 0.49       -0.60724481 -0.3047432  -0.4442976  -0.04276792]			15
[ 0.5        -0.64741781 -0.3878662  -0.3197506  -0.05714292]			23
[ 0.51       -0.62724081 -0.3698842  -0.3493316  -0.05504392]			136
[ 0.52       -0.61273981 -0.3338172  -0.3898886  -0.07100992]			27
[ 0.53       -0.59079681 -0.2883142  -0.4396486  -0.09826392]			2
[ 0.54       -0.63101481 -0.3713542  -0.3140986  -0.11336292]			45
[ 0.55       -0.61611881 -0.3370662  -0.3544076  -0.12762192]			78
[ 0.54       -0.61941121 -0.2925142  -0.4001256  -0.11773392]			44
[ 0.53       -0.62460621 -0.2598812  -0.4310206  -0.10788492]			13
[ 0.54       -0.65602921 -0.3902462  -0.2742476  -0.11450142]			8
[ 0.53       -0.66532621 -0.3522752  -0.3206766  -0.11154442]			25
[ 0.54       -0.64852721 -0.3102072  -0.3660746  -0.13547542]			3
[ 0.53       -0.65372221 -0.2775742  -0.3969696  -0.12562642]			124
[ 0.52       -0.64585321 -0.3732372  -0.3591026  -0.05059242]			5
[ 0.53       -0.63077621 -0.3536412  -0.3896866  -0.05181672]			122
[ 0.54       -0.60685921 -0.3080762  -0.4395746  -0.08080372]			32
[ 0.55       -0.63772521 -0.3744382  -0.3341696  -0.08972192]			16
[ 0.54       -0.63611441 -0.3098142  -0.4177426  -0.07450592]			5
[ 0.53       -0.64130941 -0.2771812  -0.4486376  -0.06465692]			22
[ 0.54       -0.67827041 -0.4139602  -0.2728426  -0.09083792]			12
[ 0.55       -0.66931921 -0.3662222  -0.3212736  -0.14674692]			1
[ 0.54       -0.67451391 -0.3335892  -0.3521686  -0.13689772]			31
[ 0.53       -0.65592991 -0.4124492  -0.3355256  -0.11851372]			82
[ 0.52       -0.65922191 -0.3678972  -0.3812436  -0.10862572]			1
[ 0.53       -0.63891191 -0.3493772  -0.4113646  -0.10859569]			38
[ 0.54       -0.61873491 -0.3313952  -0.4409456  -0.10649669]			55
[ 0.53       -0.61086591 -0.4270582  -0.4030786  -0.03146269]			36
The average prediction error on the test dataset is =  0.014000000000000012
